UAT;ubas;20200307;NO GO;ESID7050;0:0:1
UAT;ubas;20200307;NO GO;ESID2900;0:0:0
UAT;ubas;20200305;GO;ESID2800;0:0:7
UAT;ubas;20200305;GO;ESID2590;0:0:14
UAT;ubas;20200305;GO;ESPD3630;0:5:18
UAT;ubas;20200305;GO;ESID3800;0:0:55
UAT;ubas;20200305;GO;ESID3850;0:0:8
UAT;ubas;20200305;GO;STAD1500;0:1:44
UAT;ubas;20200307;GO;NMLINK00;0:0:0
UAT;ubas;20200307;NO GO;ESID8600;0:0:0
UAT;ubas;20200307;GO;NMLINK00;0:0:1
UAT;ubas;20200307;GO;NMLINK00;0:0:1
UAT;ubas;20200305;GO;ESPD3640;0:0:31
UAT;ubas;20200305;GO;ESID8700;0:0:10
UAT;ubas;20200307;NO GO;ESPT0000;0:0:0
UAT;ubas;20200305;GO;ESPD3710;0:0:17
UAT;ubas;20200305;GO;STAD1530;0:0:9
UAT;ubas;20200305;GO;ESPD2050;0:0:5
UAT;ubas;20200307;NO GO;ESPD2900;0:0:0
UAT;ubas;20200305;GO;ESID8100;0:0:48
UAT;ubas;20200305;GO;STAD1540;0:1:26
UAT;ubas;20200307;GO;RFRJ0310;0:0:4
UAT;ubas;20200307;NO GO;STAD7500;0:0:1
UAT;ubas;20200305;GO;STAD1550;0:0:57
UAT;ubas;20200305;GO;ESID8040;0:0:8
UAT;ubas;20200305;GO;ESPD8600;0:1:10
UAT;ubas;20200305;GO;ESPD8000;0:1:22
UAT;ubas;20200305;GO;ESID8120;0:4:37
UAT;ubas;20200305;GO;ESPD3800;0:2:0
UAT;ubas;20200307;NO GO;ESPD8700;0:0:1
UAT;ubas;20200305;GO;ESID3900;0:3:12
UAT;ubas;20200305;GO;ESPD8100;0:0:25
UAT;ubas;20200305;GO;ESID8030;0:2:15
UAT;ubas;20200305;GO;ESID8800;0:3:32
UAT;ubas;20200307;GO;DWUJ0600;0:0:1
UAT;ubas;20200305;GO;ESID8900;0:1:1
UAT;ubas;20200305;GO;ESPD3900;0:5:3
UAT;ubas;20200305;GO;ESID8000;0:4:38
UAT;ubas;20200307;GO;NMLINK00;0:0:1
UAT;ubas;20200307;NO GO;ESID7000;0:0:0
UAT;ubas;20200307;NO GO;ESID7550;0:0:0
UAT;ubas;20200307;NO GO;ESID8500;0:0:1
UAT;ubas;20200307;NO GO;ESID8830;0:0:1
UAT;ubas;20200307;NO GO;ESID8060;0:0:1
UAT;ubas;20200307;GO;ESIH8000;0:0:15
UAT;ubas;20200307;NO GO;ESID9990;0:0:1
UAT;ubas;20200305;GO;ESPD8900;0:1:40
UAT;ubas;20200307;GO;ESIH8020;0:0:1
UAT;ubas;20200307;GO;ESIH8010;0:0:1
UAT;ubas;20200307;GO;NMLINK00;0:0:0
UAT;ubas;20200307;GO;TRTD0070;0:0:1
UAT;ubas;20200305;GO;ESCJ8990;0:0:1
UAT;ubas;20200307;GO;DWUJ9170;0:0:2
UAT;ubas;20200305;GO;ESID8050;0:0:11
UAT;ubas;20200305;GO;ESDJ1010;0:1:36
UAT;ubas;20200305;GO;ESDJ0110;0:0:18
UAT;ubas;20200305;GO;ESDJ0110;0:11:0
UAT;ubas;20200305;GO;ESDJ5020;0:0:2
UAT;ubas;20200305;GO;ESDJ7000;0:0:4
UAT;ubas;20200305;GO;ESDJ7010;0:0:20
UAT;ubas;20200305;GO;ESDJ8040;0:0:5
UAT;ubas;20200305;GO;ESDJ7010;0:0:20
UAT;ubas;20200305;GO;ESDJ8040;0:0:6
UAT;ubas;20200307;GO;TRTD0070;0:0:1
UAT;ubas;20200307;GO;TRTD0070;0:0:2
UAT;ubas;20200307;GO;TRTD0070;0:0:2
UAT;ubas;20200305;GO;ESPD8800;0:51:16
UAT;ubas;20200307;NO GO;ESPD7000;0:0:0
UAT;ubas;20200307;NO GO;ESPD8830;0:0:0
UAT;ubas;20200307;NO GO;ESPD9990;0:0:0
UAT;ubas;20200307;NO GO;STPD0020;0:0:0
UAT;ubas;20200305;GO;ESPJ8990;0:0:1
UAT;ubas;20200305;GO;ESFD2220;0:0:20
unkwown;unkwown;20200307;GO;;
UAT;ubas;20200305;GO;ESFD3770;0:0:37
UAT;ubas;20200305;GO;ESFD3610;0:0:51
UAT;ubas;20200305;GO;ESFD3630;0:0:21
UAT;ubas;20200305;GO;ESFD3620;0:1:17
UAT;ubas;20200305;GO;ESFD3650;0:0:18
UAT;ubas;20200305;GO;ESFD3620;0:0:15
UAT;ubas;20200305;GO;ESFD3710;0:0:4
unkwown;unkwown;20200307;GO;;
UAT;ubas;20200305;GO;ESFD3720;0:0:29
UAT;ubas;20200305;GO;ESFD3630;0:0:51
unkwown;unkwown;20200307;GO;;
UAT;ubas;20200305;GO;ESFD3660;0:1:20
UAT;ubas;20200305;GO;ESFD3620;0:0:42
UAT;ubas;20200305;GO;ESFD3650;0:0:40
UAT;ubas;20200305;GO;ESFD3650;0:0:39
UAT;ubas;20200305;GO;ESFD3620;0:0:6
UAT;ubas;20200305;GO;ESFD3620;0:0:7
UAT;ubas;20200305;GO;ESFD3690;0:0:56
unkwown;unkwown;20200307;GO;;
UAT;ubas;20200305;GO;ESFD3750;0:0:38
unkwown;unkwown;20200307;GO;;
UAT;ubas;20200305;GO;ESFD3760;0:0:28
unkwown;unkwown;20200307;GO;;
UAT;ubas;20200305;GO;ESFD3790;0:0:26
UAT;ubas;20200305;GO;ESFD3730;0:0:31
UAT;ubas;20200305;GO;ESFD3740;0:0:38
UAT;ubas;20200305;GO;ESFD8100;0:0:19
UAT;ubas;20200307;GO;TRTD0070;0:0:1
UAT;ubas;20200305;GO;ESFD8000;0:0:2
UAT;ubas;20200305;GO;ESFD8600;0:2:39
UAT;ubas;20200305;GO;ESFJ8990;0:0:2
UAT;ubas;20200307;GO;STAJ0020;0:0:39
UAT;ubas;20200307;GO;DWUJ0010;0:3:42
UAT;ubas;20200307;GO;DWRJ0110;0:0:5
UAT;ubas;20200307;GO;TRTD0070;0:0:5
UAT;ubas;20200307;GO;DWUJ0030;0:2:30
UAT;ubas;20200307;GO;ESEJ2010;0:13:34
UAT;ubas;20200307;GO;DWCJ0100;0:13:12
UAT;ubas;20200307;GO;TRTD0070;0:0:2
UAT;ubas;20200307;GO;DWUJ0000;0:11:7
UAT;ubas;20200307;GO;DWAJ0010;0:6:5
UAT;ubas;20200307;GO;DWAJ0010;0:21:35
UAT;ubas;20200307;GO;DWUJ0020;0:3:21
UAT;ubas;20200307;GO;DWCJ0200;0:1:9
UAT;ubas;20200307;GO;DWCJ0220;0:4:45
UAT;ubas;20200307;GO;DWCJ0120;0:1:4
UAT;ubas;20200307;GO;TRTD0070;0:0:1
UAT;ubas;20200307;GO;ESEJ2030;0:11:32
UAT;ubas;20200307;GO;DWAJ0120;0:0:50
UAT;ubas;20200307;GO;DWUJ9070;0:1:55
UAT;ubas;20200307;GO;DWUJ0520;0:0:1
UAT;ubas;20200307;GO;DWAJ0020;0:14:25
UAT;ubas;20200307;GO;RA000000;
UAT;ubas;20200307;GO;TRTD0070;0:0:2
UAT;ubas;20200307;GO;RAOD9200;0:2:23
UAT;ubas;20200307;GO;RAOD0020;0:2:26
UAT;ubas;20200307;GO;RAOD0010;0:2:53
UAT;ubas;20200307;GO;RAOD0110;0:3:53
UAT;ubas;20200307;GO;EXTJ0010;0:53:11
UAT;ubas;20200307;GO;RAOD8200;0:5:44
UAT;ubas;20200307;GO;RAOD0030;0:7:3
UAT;ubas;20200307;GO;RAOD8100;0:7:57
UAT;ubas;20200307;GO;TRTD0070;0:0:2
UAT;ubas;20200307;GO;TRTD0070;0:0:1
